,strain,Myrcene,Pinene,Caryophyllene,Limonene,Humulene,Terpinolene,Linalool,Ocimene
1022,pura-vida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,ghost-of-lee-roy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,tropicali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,crown-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,red-velvet-pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,aliens-on-moonshine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,irish-cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,king-cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,wild-thailand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,miss-usa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,el-chapo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,the-guice,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1034,green-candy,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1035,tina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,cherry-kola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,blue-moonshine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,malawi-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,sequoia-strawberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,monkey-paw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,balmoral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,frankenstein,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1043,master-bubba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,suzy-q,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1045,purple-rhino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,cbd-mango-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,conspiracy-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,primus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,blue-lights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,strawberries--cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,platinum-huckleberry-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,y-griega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,voodoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,blucifer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,blue-power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,trap-star,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,pineapple-fields,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,in-the-pines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,jamaican-pearl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,flowerbomb-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,blueberry-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,hurkle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,white-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,lifesaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,grandpa-larry-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,sapphire-star,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,enemy-of-the-state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,mango-sherbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,endless-sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,a-train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,nova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,jacks-cleaner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,purple-champagne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,a-dub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,afgahni-bullrider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,nevils-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,green-lantern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,medicine-man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,maple-leaf-indica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,medusa,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1081,walker-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,soul-assassin-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,mt-hood-magic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,sweet-dreams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,blue-raspberry-snow-cone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,amnesia-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,critical-widow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,freezeland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,alien-walker,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1090,dr-funk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,b-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,strawberry-cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,purple-bud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,three-blue-kings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,blackberry-cream,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1096,afternoon-delight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,lambo-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,blueberry-pancakes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,fruit-crusher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,berry-bomb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,dank-sinatra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,critical-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,purple-widow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,green-dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,rainbow-jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,wet-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,tokyo-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,pop-rox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,lemon-cheesecake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,himalayan-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,extreme-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,blue-steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,k2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,root-beer-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,critical-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,princess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,valley-girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,white-castle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,pez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,tropicana-punch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,critical-sensi-star,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,blue-alien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,brandywine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,atomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,stephen-hawking-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,banana-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,purple-goo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,black-cherry-cheesecake,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1129,black-ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,deep-chunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,silver-surfer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,northernberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,sweet-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,green-goddess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,dank-schrader,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,lemon-kush-headband,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1137,corleone-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,laughing-gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,gigabud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,moonbow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,afghan-hawaiian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,cosmic-collision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,jack-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,purple-frost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,woody-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,white-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,dark-blue-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,atomic-northern-lights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,full-moon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,la-blanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,thors-hammer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,clementine-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,cbd-blue-shark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,12-year-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,chem-valley-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,cowboy-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,jelly-roll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,anesthesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,one-to-one,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,hogs-breath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,purple-elephant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,ingrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,milf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,platinum-sour-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,brand-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,hades-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,a-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,satellite-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,sour-sunset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,tangie-dream,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1171,dakini-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,88-g13-hashplant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,early-girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,destroyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,lemon-walker-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,sour-bubba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,purple-headband,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,commerce-city-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,earth-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,tangelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,purple-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,trix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,purple-voodoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,lem-chem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,cloud-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,cadillac-purple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,saturn-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,orangutang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,orange-blossom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,godberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,ed-rosenthal-super-bud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,541-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,pure-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,pb-souffl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,diesel-dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,sweet-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,lemon-banana-sherbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,casper-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,false-teeth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,grape-cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,black-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,sour-power-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,hollyweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,orange-velvet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,cactus-cooler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,white-dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,nordle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,purple-star,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,cookie-breath,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1210,mickey-kush,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1211,dougs-varin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,pakistan-valley-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,snow-bud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,crater-lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,four-star-general,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,lemon-bubble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,white-durban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,hollywood-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,royal-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,og-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,slazerbeam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,qrazy-train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,apollo-11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1224,magnum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,butterscotch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,blueberry-space-cake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,very-berry-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,black-afghan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,blue-afghani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,purple-arrow,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1231,silver-pearl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,ocean-view,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,chocolope-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,pandoras-box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,critical-hog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,tahoe-hydro-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,kc-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,black-raspberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,forbidden-zkittlez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,cherry-pie-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,bubba-cookies,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1242,strawberry-ice,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1243,orange-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,milky-way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,trueberry-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,dance-world,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,martian-mean-green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,deep-sleep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,blue-fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,og-sour-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,colorado-chem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,white-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,critical-kali-mist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,afghan-cow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,og-1-kenobi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,2-fast-2-vast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,la-sunshine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,truffle-butter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,hashbar-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,la-kookies,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1261,key-lime-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,sweet-black-angel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,star-berry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,air-jordan-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,pink-sunset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,the-one,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,blockhead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,strawberry-milkshake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,jacky-white,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,sour-cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,armageddon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,mendo-montage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,santa-sativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,triple-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,trophy-wife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,jacky-girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,kurple-fantasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,bad-azz-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,northern-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,mike-larry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,ambrosia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,electric-lemonade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,gello-gelato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,hollands-hope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,purple-mr-nice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,nightmare-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,golden-nugget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,gorilla-biscuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,locktite,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1290,jack-skellington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,91-krypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,bodega-bubblegum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,redwood-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1294,tora-bora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,ultimate-trainwreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,black-label-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,kilimanjaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298,super-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299,blue-sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,nina-limone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,snowman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,sugar-plum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,professor-chaos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,frisian-duck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,donegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,dutch-dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,eran-almog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,blue-train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,citradelic-sunset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,holy-roller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,buddha-og-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,day-tripper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,blueberry-jack,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1314,golden-tiger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,afwreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,lime-green-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,member-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,ghost-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,the-truth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,jesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,iced-grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,purple-glue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,lazy-lightning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,face-on-fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,fruit-spirit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,bsc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,kali-dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,illuminati-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,aloha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,la-ultra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,critical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333,scroopy-noopers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,pineapple-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,lvpk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,dopium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,dutchberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,poochie-love,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,spumoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,raindance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,moon-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,purple-jack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,green-line-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,zeus-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,black-betty,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1347,purple-pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,brian-berry-cough,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1349,blue-monster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,pink-mango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,cherry-thunder-fuck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,kraken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,blue-venom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,white-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
