,strain,Myrcene,Pinene,Caryophyllene,Limonene,Humulene,Terpinolene,Linalool,Ocimene
2019,carl-sagan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,aloha-grape-stomper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,cookie-pebbles-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,urkle-train-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,coconut-oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,loopy-fruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,morning-glory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,mako-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,lemon-daddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,haze-heaven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,godfather-purple-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,pure-afghan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,karma-bitch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,blackberry-x-blueberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,wookies-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,sour-breath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,grape-drink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,purple-goat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2037,guava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,confidential-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,rob-ford-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,pia-collision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,grimace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,white-romulan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043,kubbie-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,katsu-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,fallen-angel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,cabbage-patch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,quiver-killer-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,b4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,blueberry-triple-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,hi-octane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2051,black-velvet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,white-dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,lavender-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2054,griz-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,huckleberry-diesel,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2056,alien-dutchess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,the-boss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2058,nurse-jackie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,cherry-moon-pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,golden-panda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2061,bermuda-sour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,doobiebird-daydream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,gog-magog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,orange-turbo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,holy-punch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,hell-raiser-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067,double-d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,magic-jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,green-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,brainwreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,aberdeen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,orange-harambe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073,yogi-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,blueberry-silvertip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,wonka-s-bubbilicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,durga-mata-ii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,gods-bubba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,leagle-eagle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,pineapple-purple-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,ortega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,dough-lato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,lemon-fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,blue-zombie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,alohaberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,chuck-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,heaven-scent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,little-dragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,florida-lemons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,russian-doll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,kritikal-k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,marleys-collie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092,little-devil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,faygo-red-pop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,boggle-gum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,crimea-blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,blizzard-bush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,haze-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,blue-og-sherbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,thunderbird-rose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,wonderwoman-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,blue-champange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,exodus-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,pine-cone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,the-white-angel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,og-eddy-lepp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,swiss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,valentine-x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,thunderstruck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,citradelic-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,brain-candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,banana-daddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,citral-flo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,doc-holliday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,purple-pinecone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,lil-sebastian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,big-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,ol-betsy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,bubba-x-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,triple-scoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,afrodite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,chong-star,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,sour-spyder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,above-and-beyond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,fruity-juice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,cherry-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,cherry-puff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,buford-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,north-american,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2129,grateful-breath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,animal-gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,pink-hawaiian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,gluechee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,oregon-pinot-noir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,purple-snowman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,don-shula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,r-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,badazz-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,gupta-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,the-gift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,ash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,the-void,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,afpak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,bleugenius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,k1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,odyssey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,crystal-gayle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,berry-larry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,animal-land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,rebel-god-smoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,titans-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,dosi-white,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,ghetto-bird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,thaidal-wave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,phatt-frutty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,dank-dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,stardawg-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,wakanda-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,ice-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,bedica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,moon-walk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,orange-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,glad-max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,bright-fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,sour-strawberry-diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,blueberry-hashplant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,critical-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,west-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,loud-scout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,pinewarp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,white-bubblegum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,desert-star,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,lime-tart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,bubbas-bitch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2174,alion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,jurassic-purp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2176,horace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,orange-afghani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,animal-sherbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,blue-blood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,formula-one,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,blackberry-moonrocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,burnt-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,rocky-dennis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,supa-don,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,mangolicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,tahoe-purps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,a-la-mode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,cherries-jubilee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,or,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191,dawgfather-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,alpine-blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,shurman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,jane-doe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2195,blue-treat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2196,violeta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,huckleberry-cough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,strawberry-frost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199,iced-widow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,california-black-roze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,orange-durban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,erez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,blackberry-cobbler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,chloe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,intergalactic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,c3po,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,mandarin-jack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,snow-goddess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209,budzilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,diesel-drift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211,fast-eddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,royal-purple-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,afghanimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2214,crouching-tiger-hidden-alien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2215,big-buddhas-king-kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,anonymous-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,future-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,yem-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2219,blue-bayou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,gemstone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,fat-purple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,venus-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,purple-hashplant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,rks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,kaia-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,sour-sorbet,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2227,rene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,california-hash-plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,cascadia-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,north-american-sativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,jacks-girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,confidential-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,djs-gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,maui-bubble-gift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,wtf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,thai-tanic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237,strawberry-alien-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,maui-pineapple-chunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,molokai-frost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,yolo-berry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,stella-blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,ak-020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2243,c13-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244,johnnys-tonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,mandala-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,super-silver-hash-plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,white-caramel-cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,tesla-tower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2249,karibbean-mango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,jack-smack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,alley-cat-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,donna-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,cheeseburger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,good-medicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,trash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,berts-cookie-dough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,strawberry-mango-haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,very-cherry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,satsuma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,red-dwarf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,tangelo-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262,cherry-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2263,bianca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2264,kerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2265,gremlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,grape-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2267,banana-mango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2268,tranquil-elephantizer-remix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269,purple-bush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2270,medicine-woman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,lions-gate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272,truth-serum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2273,thelonious-skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2274,bango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,fire-alien-romulan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,big-skunk-korean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,killing-fields,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2278,bubba-hash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2279,grand-hindu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,dolce-gelato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2281,agent-tangie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282,big-sky-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,chuckys-bride,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2284,spliffs-strawberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,durban-kush,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2286,the-real-mccoy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,red-rhino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2288,vvs-chem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2289,rebel-berry-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2290,cheese-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2291,concord-cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,rubicon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293,golden-tangie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,motavation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,soulshine-aloha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,mr-tusk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2297,blue-wreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2298,rise-n-shine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,gdp-electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,oregon-pineapple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301,phishhead-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,the-ooze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2303,boysenberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2304,jasmin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2305,bonkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2306,summertime-squeeze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2307,chem-crush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2308,mexican-kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2309,tiger-woods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310,dutch-thunder-fuck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311,durban-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2312,gummo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2313,snow-ryder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2314,trifecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2315,ethiopian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316,government-mule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2317,frosty-jesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2318,early-glue-rbx1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2319,kt-dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,supergirl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2321,riddler-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,blue-boy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,beast-mode-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2324,cherry-grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,lucid-bolt,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2326,orange-kush-breath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2327,p-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2328,gmo-zkittlez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2329,chem-kesey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2330,superstar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2331,black-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2332,seattle-blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2333,purple-moby-dick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2334,arctic-sun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2335,california-limes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2336,silver-train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2337,ogre-berry,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2338,koloa-sunrise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2339,ginger-ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,comfortably-dumb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2341,california-orange-cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,grape-ox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,kali-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2344,ghost-og-moonshine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2345,velvet-krush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,blackberry-chem-og,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2347,angelica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2348,the-bling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2349,mango-puff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350,american-beauty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
